imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
7,223,120,365,723,3876,10700000,76600000
6,136,111,17,405,3117,12000000,48468407
6,160,95,43,357,5286,10800000,56729973
6,28,96,4,199,1827,39752620,48468407
4,54,97,15,19,248,11000000,48468407
6,75,118,10,48,378,15000000,399879
6,20,193,160,860,10822,700000000,3275443
7,105,97,32,327,2640,14000000,18535191
6,120,98,7,507,2271,7000000,23838
5,108,103,57,132,1228,10600000,22160085
8,285,161,840,73,727,12000000,56715371
8,215,120,14000,548,2811,10500000,434949459
7,81,97,21,499,20312,10000000,11043445
6,17,97,4,194,1554,12500000,48468407
6,5,99,11,327,2272,10500000,125169
8,3,24,840,44,592,39752620,48468407
5,10,144,840,119,1121,39752620,1165104
6,43,111,58,258,1526,11000000,1066555
7,43,145,840,280,1807,10818775,5669081
7,94,106,7,24,175,11000000,48468407
8,161,126,835,893,63710,10000000,138339411
5,38,106,29,571,27660,11000000,48468407
6,210,121,163,482,3189,10000000,80150343
7,52,117,425,901,27378,10000000,85300000
6,139,98,235,229,5270,10000000,68353550
6,165,109,65,393,2480,10000000,78845130
6,96,95,7,1000,28734,10000000,63319509
7,323,109,304,736,3276,10000000,47536959
6,190,96,163,448,3492,10000000,63270259
6,173,101,13,368,2013,10000000,55865715
5,46,107,840,685,5264,6000000,63231524
7,59,119,17000,638,11895,13800000,52293982
8,53,178,19,196,1554,10000000,48468407
6,22,100,65,577,3362,10000000,50752337
6,203,98,70,634,7461,10000000,110175871
7,77,92,221,491,13162,12000000,38624000
6,190,90,108,270,1982,10000000,37470017
7,81,90,65,730,20795,10000000,40485039
8,56,153,82,139,1593,10000000,16800000
7,264,124,108,186,1898,10000000,46377022
7,44,82,6,345,2197,23000000,36696761
6,117,107,750,60,1529,12305523,36200000
7,124,75,73,581,3192,10000000,48468407
6,159,97,19,130,4687,10000000,35794166
6,273,80,66,816,5628,10000000,33583175
6,26,85,7,615,3712,20000000,32983713
6,242,97,482,482,2426,10000000,52200504
7,55,109,78,619,3394,10000000,33000000
8,151,104,840,1000,39175,6000000,30093107
5,48,140,32,120,1109,10000000,32101000
7,166,90,6,617,2807,9000000,31487293
7,206,130,840,769,16693,10000000,30651422
6,92,98,7,73,1917,10000000,30306281
7,78,101,287,257,1954,10000000,29500000
7,83,114,9,466,2484,17000000,30050028
6,8,100,322,534,3190,10000000,29392418
5,86,85,21,782,3819,8500000,28563926
6,85,103,27,534,4441,12000000,28435406
7,76,100,4,678,4259,10000000,25339117
7,60,114,840,699,12097,10000000,25600000
7,78,102,38,190,3691,65000000,48468407
7,112,103,840,275,2013,10000000,48468407
5,189,97,11,220,2403,10000000,27736779
6,82,116,70,706,5804,17000000,24397469
5,120,96,9,448,2402,10000000,20384136
6,183,98,58,242,15251,10000000,25464480
7,211,105,500,718,12946,10000000,20338609
6,14,123,5,338,2149,10000000,18272447
5,54,107,17,53,857,10000000,48468407
6,55,112,92,826,7552,39752620,17378977
8,179,93,840,766,15716,9000000,17096053
4,221,97,25,861,3679,10000000,21371425
7,158,122,108,111,583,10000000,33071558
7,73,101,22,558,3317,10000000,17655201
6,65,100,15,804,4789,25000000,16247775
7,23,129,840,203,19065,10000000,16153600
6,63,81,176,39,361,10000000,16033556
7,132,96,31,536,3119,11000000,16667084
6,191,84,36,648,3416,12600000,15417771
7,52,100,394,695,6296,10000000,48468407
6,91,110,164,45,571,30000000,15156200
7,368,130,337,820,13960,10000000,21589307
6,89,84,134,307,2737,10000000,20339754
4,83,106,293,547,2787,10000000,28873374
6,83,89,23,503,3973,39752620,15102127
6,33,76,14,636,3752,3000000,13684949
7,386,99,64,918,17204,6400000,14597405
7,191,96,47,442,4053,10000000,12570442
7,16,104,28,582,3871,10000000,12514138
7,297,108,840,458,3215,5000000,43771291
7,47,108,2,30,1058,10000000,11703287
6,63,87,13,869,22485,22000000,11560259
8,144,89,406,759,3462,10000000,10824921
7,77,97,31,551,6388,10000000,10561238
7,325,106,13000,309,12418,10000000,14479776
6,100,100,532,711,6046,10000000,9801782
5,52,89,18,2000,13626,10000000,8070311
7,98,114,840,298,1856,10000000,48468407
6,163,95,434,472,2618,10000000,8460995
7,137,97,350,250,1334,10000000,8111360
4,180,94,840,3000,41059,6000000,8828771
6,321,103,207,3000,55175,100000000,67631157
5,100,95,4,655,3651,10000000,7563670
7,265,101,63,172,7747,10000000,6619173
6,212,87,44,727,4769,39752620,6857503
8,68,40,840,476,2198,39752620,48468407
9,162,101,194,602,3858,7500000,6712241
6,147,82,87,444,3818,10000000,6842058
6,33,74,840,719,5139,10000000,6491350
8,94,130,63,2,29,10000000,9473382
8,143,112,840,201,1351,10000000,6197866
6,38,96,9,934,26961,10000000,6044618
7,126,89,840,322,2061,10000000,7764027
7,168,100,840,231,1022,39752620,5998971
4,19,78,13,378,2791,10000000,48468407
7,91,121,57,664,3745,9000000,21569041
4,46,85,49,401,2446,16000000,4356743
7,198,120,840,294,24270,10000000,5484375
7,139,106,102,970,18712,10000000,5348317
7,182,83,157,581,3374,10000000,4244155
7,181,120,64,72,474,10000000,5004648
6,23,111,60,699,5262,10000000,3333823
7,30,100,34,541,13160,11500000,3275585
7,111,89,840,132,1335,9000000,3193102
8,287,115,549,911,5732,6500000,54557348
7,96,135,25,553,2735,10000000,3041803
6,27,92,4,311,1891,10000000,3060858
7,44,120,108,400,2673,10000000,1055654
3,49,97,105,269,2603,10000000,2331318
7,57,135,840,851,4266,10000000,2185266
5,185,93,4,4,578,10000000,26583369
5,2,118,76,249,2079,14000000,800000
6,270,97,387,64,6322,10000000,7574066
7,94,98,129,221,2214,10000000,1754319
7,157,98,840,258,1381,8000000,1641788
6,49,101,3,826,17665,10000000,1631839
7,80,132,41,1000,29177,10000000,1309849
7,221,106,34,683,23187,10000000,1939441
9,53,55,840,2,25,39752620,447093
6,20,168,53,45,616,10000000,48468407
6,90,87,840,503,3059,10000000,1276984
7,376,98,607,251,11853,11000000,1987762
7,144,96,17,688,4607,5000000,1474508
7,82,104,23,232,23513,10000000,1011054
5,51,93,840,622,3307,10000000,900926
7,192,95,840,20,20364,10000000,866778
6,36,119,840,54,1585,39752620,836641
4,71,89,840,119,2006,10000000,598645
6,79,107,840,91,988,10000000,578527
7,246,85,840,51,700,10000000,488872
5,115,93,787,656,883,10000000,365734
7,34,101,324,28,1256,60000000,231417
7,129,103,593,241,1283,5000000,3093491
7,22,101,163,34,1019,39752620,244465
6,196,123,840,131,18652,39752620,756452
7,73,111,24,83,768,4000000,228524
6,43,86,302,428,3049,10000000,226792
7,129,99,800,334,50542,39752620,221210
7,200,90,76,345,2217,5000000,136432
6,79,82,216,885,5761,10000000,131617
7,112,110,26,146,18236,39752620,152857
3,17,83,3,421,17469,6200000,126247
7,20,128,11,553,4579,39752620,82739
6,12,125,21,36,221,10000000,169379
7,59,97,53,499,3465,10000000,48468407
4,29,86,71,385,2655,10000000,15447
6,23,91,7,875,16118,10000000,19348
6,22,90,840,617,3124,8000000,100503
5,43,90,8,495,3146,5000000,92900
4,16,94,50,422,2519,39752620,140987
5,84,112,93,51,285,10000000,48468407
5,4,85,7,240,1936,39752620,48468407
4,20,93,7,611,4725,10000000,5561
6,71,104,275,102,940,10000000,3607
6,102,94,10,72,375,39752620,48468407
7,27,85,840,742,14656,6500000,70527
6,62,99,71,126,934,10000000,48468407
5,5,91,8,111,964,10000000,48468407
7,76,117,13,415,7637,6000000,48468407
5,8,85,840,196,2259,10000000,48468407
6,75,106,261,520,31325,10000000,48468407
7,66,81,4,5,81,10000000,11835
5,31,100,98,95,2227,10000000,48468407
4,32,90,110,711,3937,10000000,48468407
7,17,116,24,46,428,10000000,48468407
5,4,84,5,482,2739,10000000,48468407
7,152,135,419,7,569,10000000,128486
5,129,84,36,899,4686,10000000,48468407
7,15,89,3,499,2876,10000000,48468407
7,248,107,99,452,18983,39752620,16025394
7,52,144,840,195,1674,9600000,2483955
6,55,98,41,525,3939,9500000,57176582
5,30,94,9,262,9432,10000000,48468407
7,130,117,43,244,2127,9500000,43100000
6,29,102,7,1000,35634,10000000,48468407
8,447,127,840,319,1557,8900000,225377
5,66,98,17,770,3827,10500000,14114488
5,18,88,6,200,1702,9500000,48468407
8,61,197,176,760,4109,9400000,46300000
8,232,121,840,82,448,39752620,12899702
7,62,90,840,123,646,9300000,48468407
6,106,89,100,327,34398,39752620,113155
8,56,104,12,1000,23962,6000000,2600000
5,48,94,43,129,1586,10000000,48468407
6,41,90,116,303,1836,600000000,1602466
7,439,130,3000,844,15835,7400000,3029870
8,54,92,25,110,1248,8500000,48468407
7,50,176,147,1000,13762,7217600,3047539
9,392,116,840,513,2524,11000000,78900000
8,277,88,365,177,1094,83532,30859000
7,259,106,50,741,21711,10000000,3571735
8,66,181,278,51,934,9000000,50000000
7,129,130,92,177,1164,9000000,63600000
6,115,93,33,123,15014,10000000,48468407
7,81,110,798,16,662,39752620,48468407
7,29,123,473,685,3661,9000000,36049108
7,32,120,92,862,5420,9000000,34074895
7,142,87,85,118,760,9000000,33244684
8,263,123,909,184,1633,9000000,24530513
7,285,103,65,908,6807,9000000,71519230
5,64,91,840,407,4409,9000000,20035310
7,150,88,8,587,3114,9000000,18225165
7,136,126,37,883,25660,20000000,17804273
7,132,120,46,701,17336,8000000,16938179
8,71,116,644,199,845,39752620,90400000
5,186,94,17,179,1611,9000000,16235293
6,39,85,2,127,1345,39752620,11827301
8,46,137,840,130,1341,9000000,10161099
7,201,114,84,338,23770,39752620,6610326
5,32,76,17,571,2851,39752620,6126237
7,117,119,188,35,358,8500000,6047856
7,136,99,23,471,2478,9000000,4681503
7,15,79,157,219,4908,8000000,4350774
7,46,114,6,633,3824,39752620,3420871
4,1,30,840,140,639,39752620,48468407
6,41,91,12,297,1991,9000000,48468407
6,65,95,49,261,2007,9000000,2955039
6,100,103,38,316,1721,9000000,1530535
6,129,92,26,611,3767,9000000,4881867
7,103,124,162,277,24102,39752620,1043487
8,77,156,43,656,50,39752620,770629
5,67,84,64,748,4617,9000000,11860839
7,31,300,6,6,32,400000000,454255
6,76,120,930,433,2942,9000000,349618
6,17,98,840,5,253,39752620,48468407
8,81,121,608,25,251,9000000,112935
6,26,97,3,204,1426,9000000,883887
7,24,86,11,18,299,11400000,13751
6,44,93,8,558,24154,19000000,48468407
7,80,45,28,104,1098,45000000,145109
4,41,97,840,230,1835,9000000,1046166
7,91,102,11,35,10369,39752620,48468407
6,66,105,25,98,1375,39752620,2874
7,19,103,6,664,6426,9000000,48468407
7,35,93,4,93,822,8800000,174635000
6,19,76,4,151,1254,39752620,48468407
6,33,90,3,327,2310,8800000,48468407
7,17,122,8,59,498,9000000,48468407
7,163,127,236,68,1129,39752620,171320
7,133,84,8,896,6954,8600000,14373825
8,47,23,840,265,1484,39752620,48468407
6,66,96,3,305,2802,9000000,162
7,147,97,541,673,4458,39752620,32222567
7,273,112,108,175,13172,7000000,39462438
7,32,125,43,122,1097,8500000,29200000
5,52,96,68,1000,8097,8500000,21564616
6,107,98,35,170,1510,9000000,48468407
7,6,92,8,3,47,60000000,48468407
7,175,103,729,133,3516,8000000,14879556
8,167,122,300,341,1637,39752620,13569248
7,132,101,17,429,36892,8500000,34017854
2,66,104,170,202,1854,22000000,4273372
5,79,101,14,559,3164,9000000,48468407
7,15,135,840,13,97,8000000,48468407
7,222,119,319,179,3279,8500000,4440055
8,210,128,160,81,8532,12000000,4018695
7,60,107,71,304,1962,8200000,80000000
7,346,106,78,656,9762,9000000,6262942
7,46,126,407,39,823,8000000,1997807
7,15,128,11,119,4004,39752620,1207007
8,169,127,644,6,128,39752620,1829142
7,25,160,840,417,2350,39752620,3827466
7,81,126,80,225,2004,8000000,90800000
7,54,171,54,346,1373,7623000,48468407
7,147,150,163,636,4168,8500000,140244
6,16,122,11,173,808,8300000,48468407
9,215,178,16000,857,16557,8000000,107930000
8,63,95,21,842,5673,39752620,76657000
8,534,117,66,85,15554,8500000,32279955
6,66,119,422,422,3306,8550000,4992159
8,119,174,338,195,1495,8200000,163214286
6,43,111,2000,51,15361,8000000,69800000
8,270,101,36,27,7227,8000000,59889948
8,99,89,840,107,644,8000000,52287414
8,224,113,840,27,241,8000000,45063889
4,58,95,548,360,1792,8000000,40066497
8,53,112,152,459,17568,8000000,36500000
7,37,109,44,458,3199,8000000,27362712
6,11,108,840,388,3023,8000000,34746109
8,327,100,129,3000,39807,8000000,34963967
5,135,90,5,297,1534,8000000,25926543
7,127,130,840,602,2662,8000000,48468407
6,164,94,19,117,1024,8000000,26049082
5,14,93,2,213,1455,8000000,48468407
8,6,80,2,102,1279,39752620,48468407
7,41,111,840,591,37645,8000000,22551000
7,143,142,13,244,1769,7000000,22800000
7,9,60,840,460,4043,39752620,48468407
6,109,107,840,112,1775,8000000,18090181
6,59,91,13,292,1760,8000000,17843379
8,95,112,3,268,2832,39752620,18811135
7,40,82,33,475,2400,8000000,17278980
6,121,97,3,631,25792,8000000,16699684
7,358,128,79,414,14747,50000000,50815288
8,288,102,126,517,25462,7000000,15047419
7,107,93,44,596,27646,5000000,14015786
7,28,116,31,50,895,8000000,48468407
6,91,138,78,968,17524,8000000,10269307
6,55,117,133,86,858,8300000,48468407
7,231,93,132,216,1183,8000000,17536788
7,262,92,87,424,16982,8000000,58401464
7,7,110,10,582,3293,39752620,8880705
7,196,92,54,306,1761,8000000,8279017
5,83,104,18,741,5190,8000000,10106233
5,18,98,198,636,3502,8000000,48468407
5,11,89,15,660,3291,8000000,4692814
5,72,92,26,417,2687,8000000,5018450
8,51,140,133,136,13180,39752620,25967000
8,18,60,840,648,6034,39752620,48468407
7,328,90,26,656,1442,8000000,3442820
7,248,129,608,386,2265,10000000,3205244
7,128,111,341,569,3543,8000000,3076425
6,45,79,73,112,2404,8000000,2275557
7,49,104,71,168,1795,8000000,1789892
7,163,101,16,472,2786,8000000,6350058
7,163,113,13,594,7692,7200000,1094798
7,90,92,14,291,15848,8000000,1071240
7,23,106,23,200,1610,8000000,532190
4,17,98,136,249,2413,8000000,48468407
8,118,75,45,4,75,6500000,686383
7,283,104,109,7,517,8000000,16168741
7,74,108,12,710,3921,8000000,568695
6,41,99,30,209,1234,8000000,398420
7,17,180,840,844,6343,39752620,48468407
6,66,109,200,1000,41645,8000000,336456
6,36,111,2,227,1378,39752620,146083
7,140,93,8,33,786,8000000,298110
6,32,99,387,399,9608,8000000,127144
7,68,98,36,405,11770,8000000,117190
6,79,95,3,448,3185,8000000,108662
8,9,142,840,427,29196,39752620,48468407
6,26,107,53,463,2512,8000000,53481
7,100,102,346,488,2572,50000000,23106
5,56,97,43,47,326,8000000,52961
8,150,124,78,4,28,1100000000,439162
6,30,97,17,1000,37457,22000000,48468407
8,20,124,2,23,733,8000000,48468407
5,21,96,2,600,33858,8000000,48468407
5,11,114,29,11,219,39752620,50000
7,85,90,21,112,619,7900000,671240
8,5,104,78,189,1546,8000000,48468407
7,160,102,341,15,1389,39752620,10105505
5,25,93,16,376,2284,39752620,48468407
7,21,90,73,26,1526,10000000,882290
4,15,106,155,391,2741,8000000,48468407
7,61,99,78,325,12619,7500000,106593296
7,34,115,88,890,4737,7500000,43490057
7,62,89,7,36,407,7500000,32333860
7,102,101,2,40,10218,7700000,48468407
8,239,92,655,88,25092,6500000,24792061
5,252,94,840,658,4707,10000000,17544812
7,278,100,92,221,4198,4500000,12574715
6,124,106,14,161,1871,39752620,10281585
6,9,109,62,518,2024,7500000,5100000
7,127,105,248,147,1442,7500000,10460089
6,9,102,329,280,1834,7500000,4239767
3,35,97,18,742,4091,7500000,4131640
7,6,118,840,249,1233,7500000,3347439
6,192,92,406,968,41867,8000000,10814185
6,51,112,119,844,15396,39752620,533344
7,38,103,27,59,262,50000000,206400
6,133,93,187,158,1176,7500000,197148
5,4,101,22,447,7206,7500000,48468407
8,287,115,549,911,5732,6500000,54557348
7,222,113,127,373,4370,8000000,3014541
6,6,95,20,36,409,7500000,48468407
5,16,153,5,60,902,6000000,872643
8,242,89,10,106,1754,7300000,4443403
6,147,92,287,664,4099,12000000,48468407
8,93,107,23,93,635,5000000,48468407
7,253,118,840,500,19879,7000000,1330827
7,224,97,12,641,2486,7300000,1818681
6,392,156,840,4000,46055,258000000,336530303
4,39,100,840,440,2428,7500000,12610552
8,387,96,655,973,28817,7500000,143492840
5,36,104,249,96,835,7500000,48468407
7,120,120,82,175,1105,7200000,43800000
9,208,175,840,3000,28122,6000000,134821952
6,51,95,213,92,791,4000000,94900000
8,331,95,464,11000,54075,7500000,32391374
8,83,121,319,11,1051,7000000,40158000
6,324,110,840,11000,46646,7000000,113709992
5,140,96,474,82,2212,11000000,32131483
7,136,121,82,189,1865,7000000,35400000
7,79,95,13,430,2515,5000000,34099640
7,160,112,20,61,16289,39752620,31973840
6,52,112,70,826,5959,6600000,37295394
7,490,143,1000,76,29769,105000000,144812796
8,351,93,840,566,22745,7500000,31501218
7,271,110,152,27,22140,7000000,28747570
7,93,104,840,4000,33758,7000000,25625110
7,71,115,187,887,17104,20000000,403932
9,54,53,840,1000,19949,39752620,48468407
7,112,119,23,440,2951,9000000,25000000
7,118,125,82,244,17611,13000000,21000000
5,35,96,22,794,5282,7000000,20257000
7,342,100,197,159,1379,3500000,26005908
8,14,46,840,69,13448,39752620,18642318
4,137,89,14,270,2517,7000000,15818967
7,50,92,737,380,2240,7000000,14891000
7,261,109,840,597,3544,7000000,16901126
8,96,44,840,970,7970,2300000,48468407
7,180,103,44,190,1342,7000000,17474107
6,28,95,48,826,4837,7000000,14003141
8,750,143,840,393,2039,200000000,304360277
6,202,105,840,303,2444,7000000,12583510
4,8,79,840,23,345,350000,48468407
7,341,106,1000,98,1120,7000000,9190525
7,160,100,11,970,19330,7500000,9176553
6,31,103,49,304,1990,7000000,9094451
7,71,116,107,658,3110,7000000,14612840
8,281,99,192,292,14816,7000000,9166863
8,114,164,17000,159,1934,7000000,8373585
6,72,96,30,407,2018,7000000,7292175
6,119,122,98,397,2321,7000000,6601079
8,74,94,176,46,312,6000000,6165429
2,25,93,70,442,3128,7000000,5694308
6,39,96,6,38,493,7000000,5430822
8,27,60,840,346,2352,39752620,48468407
7,27,113,7,35,11116,7000000,4720371
7,11,60,840,652,12051,39752620,48468407
8,29,192,147,397,9984,7000000,2921738
7,158,99,342,501,2158,7000000,2344847
6,223,91,157,224,1136,7000000,7455447
6,25,100,840,359,1906,7000000,2148212
7,97,105,261,617,2684,7000000,2062066
6,117,99,60,628,6526,7000000,1654367
8,389,112,159,77,3547,7000000,1738692
6,9,100,840,149,2909,39752620,2209479
7,34,99,2,455,2589,7000000,1889522
5,7,100,161,172,11059,7000000,48468407
7,161,125,127,798,8876,4825000,1110286
6,6,107,6,375,2209,9000000,1000000
7,16,107,8,39,215,50000000,700000
6,301,97,840,106,684,7000000,1768416
5,52,105,10,184,1417,39752620,1425993
2,12,95,43,611,5213,10000000,306715
7,134,106,58,973,44969,7000000,382946
6,151,93,47,13,1105,39752620,518134
6,103,103,835,656,13000,3500000,236266
7,39,96,5,52,1251,7000000,196067
7,133,103,6,935,9660,7000000,532988
6,104,108,30,281,2029,7000000,453079
7,121,177,23,656,8,7000000,48468407
6,27,118,840,410,27756,7000000,46451
